date,sku_location,units,promo,temp_c
2024-01-01,SKU_A|STORE_1,32,0,10.002460306714966
2024-02-09,SKU_A|STORE_1,34,0,17.241157082122093
2024-02-10,SKU_A|STORE_1,28,0,17.84611589718109
2024-02-11,SKU_A|STORE_1,23,0,17.9111182809299
2024-02-12,SKU_A|STORE_1,46,0,15.489503766071953
2024-02-13,SKU_A|STORE_1,76,1,18.24560388674936
2024-02-14,SKU_A|STORE_1,59,0,20.962280050167077
2024-02-15,SKU_A|STORE_1,48,0,15.299210568362803
2024-02-16,SKU_A|STORE_1,44,0,20.258644843424495
2024-02-17,SKU_A|STORE_1,34,0,18.92243651094411
2024-02-18,SKU_A|STORE_1,43,0,17.542063487353385
2024-02-19,SKU_A|STORE_1,55,0,22.96449814504351
2024-02-20,SKU_A|STORE_1,60,0,20.62418912591217
2024-02-21,SKU_A|STORE_1,57,0,16.834400118396807
2024-02-22,SKU_A|STORE_1,51,0,19.51258267039223
2024-02-23,SKU_A|STORE_1,38,0,20.644727048421696
2024-02-24,SKU_A|STORE_1,30,0,19.238768807394617
2024-02-25,SKU_A|STORE_1,28,0,21.104289242478746
2024-02-26,SKU_A|STORE_1,55,0,19.72468399933014
2024-02-27,SKU_A|STORE_1,56,0,21.308542638058352
2024-02-28,SKU_A|STORE_1,60,0,22.964466050926042
2024-02-29,SKU_A|STORE_1,41,0,18.84648059631903
2024-03-01,SKU_A|STORE_1,33,0,20.71144472008885
2024-03-02,SKU_A|STORE_1,30,0,19.48286110367833
2024-03-03,SKU_A|STORE_1,31,0,20.765237284182575
2024-03-04,SKU_A|STORE_1,43,0,18.234421063620083
2024-03-05,SKU_A|STORE_1,48,0,19.545172964509234
2024-03-06,SKU_A|STORE_1,53,0,20.403178490217925
2024-03-07,SKU_A|STORE_1,52,0,22.68169349783245
2024-03-08,SKU_A|STORE_1,37,0,23.25997987313227
2024-03-09,SKU_A|STORE_1,49,1,18.404599867631106
2024-03-10,SKU_A|STORE_1,35,0,19.541215470976258
2024-03-11,SKU_A|STORE_1,57,0,22.499853591021942
2024-03-12,SKU_A|STORE_1,42,0,17.293433126953758
2024-03-13,SKU_A|STORE_1,51,0,20.420816919220975
2024-03-14,SKU_A|STORE_1,51,0,21.218104344201667
2024-03-15,SKU_A|STORE_1,39,0,23.98884787367651
2024-03-16,SKU_A|STORE_1,42,0,22.91236520760912
2024-03-17,SKU_A|STORE_1,39,0,20.934452411413865
2024-03-18,SKU_A|STORE_1,47,0,20.90361527401817
2024-03-19,SKU_A|STORE_1,54,0,21.1888146610332
2024-03-20,SKU_A|STORE_1,58,0,24.781238898980202
2024-03-21,SKU_A|STORE_1,41,0,20.91962775811358
2024-03-22,SKU_A|STORE_1,47,0,21.20632502429565
2024-03-23,SKU_A|STORE_1,40,0,22.553371443298367
2024-03-24,SKU_A|STORE_1,36,0,21.63764905087533
2024-03-25,SKU_A|STORE_1,39,0,21.512098057083744
2024-03-26,SKU_A|STORE_1,91,1,19.702480596425314
2024-03-27,SKU_A|STORE_1,69,0,21.927985017689053
2024-03-28,SKU_A|STORE_1,51,0,21.080737231349026
2024-03-29,SKU_A|STORE_1,55,0,24.313480606247218
2024-03-30,SKU_A|STORE_1,61,1,23.29717714027853
2024-03-31,SKU_A|STORE_1,40,0,21.948934797738822
2024-04-01,SKU_A|STORE_1,48,0,23.33665092336897
2024-04-02,SKU_A|STORE_1,57,0,21.319260800430555
2024-04-03,SKU_A|STORE_1,57,0,24.098808085102178
2024-04-04,SKU_A|STORE_1,54,0,21.975757465677148
2024-04-05,SKU_A|STORE_1,55,0,23.14177063874553
2024-04-06,SKU_A|STORE_1,36,0,19.378120330403068
2024-04-07,SKU_A|STORE_1,36,0,22.63462383096523
2024-04-08,SKU_A|STORE_1,36,0,18.542673956475888
2024-04-09,SKU_A|STORE_1,57,0,17.822710878041594
2024-04-10,SKU_A|STORE_1,65,0,21.25517732736521
2024-04-11,SKU_A|STORE_1,62,0,20.031522584368773
2024-04-12,SKU_A|STORE_1,33,0,22.123224215184234
2024-04-13,SKU_A|STORE_1,37,0,26.24487755271798
2024-04-14,SKU_A|STORE_1,58,1,20.048680244764256
2024-04-15,SKU_A|STORE_1,47,0,20.417531186660923
2024-04-16,SKU_A|STORE_1,66,0,22.02606128841817
2024-04-17,SKU_A|STORE_1,58,0,22.5476731655945
2024-04-18,SKU_A|STORE_1,41,0,21.15180167203604
2024-04-19,SKU_A|STORE_1,43,0,21.03231129905891
2024-04-20,SKU_A|STORE_1,24,0,22.78526487038715
2024-04-21,SKU_A|STORE_1,32,0,22.352948994752843
2024-04-22,SKU_A|STORE_1,42,0,19.175224491397802
2024-04-23,SKU_A|STORE_1,58,0,21.01032453522407
2024-04-24,SKU_A|STORE_1,55,0,21.162062363640068
2024-04-25,SKU_A|STORE_1,51,0,18.902034268614507
2024-04-26,SKU_A|STORE_1,47,0,21.446933762479322
2024-04-27,SKU_A|STORE_1,31,0,19.124356673543126
2024-04-28,SKU_A|STORE_1,38,0,22.69420490465299
2024-04-29,SKU_A|STORE_1,49,0,21.042179696764066
2024-04-30,SKU_A|STORE_1,54,0,20.73875941922053
2024-05-01,SKU_A|STORE_1,58,0,19.278419118799317
2024-05-02,SKU_A|STORE_1,67,0,20.120485888843547
2024-05-03,SKU_A|STORE_1,37,0,16.256373451183816
2024-05-04,SKU_A|STORE_1,42,0,17.880173747190643
2024-05-05,SKU_A|STORE_1,37,0,20.756785351401152
2024-05-06,SKU_A|STORE_1,43,0,15.659116301042626
2024-05-07,SKU_A|STORE_1,51,0,21.49167366031332
2024-05-08,SKU_A|STORE_1,62,0,16.18556640510352
2024-05-09,SKU_A|STORE_1,60,0,21.067671370719925
2024-05-10,SKU_A|STORE_1,62,1,17.73680419518593
2024-05-11,SKU_A|STORE_1,41,0,20.856590665089414
2024-05-12,SKU_A|STORE_1,33,0,19.428565768656114
2024-05-13,SKU_A|STORE_1,53,0,15.958332049801124
2024-05-14,SKU_A|STORE_1,74,1,21.39296162930006
2024-05-15,SKU_A|STORE_1,52,0,21.638104960083076
2024-05-16,SKU_A|STORE_1,53,0,18.48051315211113
2024-05-17,SKU_A|STORE_1,46,0,17.919170776941495
2024-05-18,SKU_A|STORE_1,33,0,17.99964079070246
2024-05-19,SKU_A|STORE_1,35,0,16.218976268166706
2024-05-20,SKU_A|STORE_1,44,0,20.213939890076244
2024-05-21,SKU_A|STORE_1,54,0,16.77609242304865
2024-05-22,SKU_A|STORE_1,69,0,17.60227573345541
2024-05-23,SKU_A|STORE_1,42,0,15.958560968743928
2024-05-24,SKU_A|STORE_1,43,0,16.13126900011954
2024-05-25,SKU_A|STORE_1,43,0,14.664038455396735
2024-05-26,SKU_A|STORE_1,44,0,19.567561654938466
2024-05-27,SKU_A|STORE_1,34,0,16.577092068439875
2024-05-28,SKU_A|STORE_1,72,1,18.646914386379738
2024-05-29,SKU_A|STORE_1,55,0,16.569534456314333
2024-05-30,SKU_A|STORE_1,59,0,14.979953522537418
2024-05-31,SKU_A|STORE_1,35,0,15.539378172185732
2024-06-01,SKU_A|STORE_1,42,0,14.894439660343508
2024-06-02,SKU_A|STORE_1,37,0,15.851190683674112
2024-06-03,SKU_A|STORE_1,48,0,14.90338041273246
2024-06-04,SKU_A|STORE_1,40,0,14.871036890217908
2024-06-05,SKU_A|STORE_1,36,0,12.529076043934113
2024-06-06,SKU_A|STORE_1,78,1,13.48631222439241
2024-06-07,SKU_A|STORE_1,42,0,18.220386603388324
2024-06-08,SKU_A|STORE_1,24,0,13.380616887374172
2024-06-09,SKU_A|STORE_1,27,0,12.424308007200594
2024-06-10,SKU_A|STORE_1,44,0,15.015217433907273
2024-06-11,SKU_A|STORE_1,67,0,16.961892151161866
2024-06-12,SKU_A|STORE_1,47,0,11.044853181731948
2024-06-13,SKU_A|STORE_1,39,0,13.340240794727377
2024-06-14,SKU_A|STORE_1,37,0,12.296448723412068
2024-06-15,SKU_A|STORE_1,28,0,9.84072915373579
2024-06-16,SKU_A|STORE_1,34,0,14.633839331252872
2024-06-17,SKU_A|STORE_1,39,0,12.917378328661542
2024-06-18,SKU_A|STORE_1,71,1,12.906551731352558
2024-06-19,SKU_A|STORE_1,42,0,11.057628040386376
2024-06-20,SKU_A|STORE_1,42,0,13.26964300351675
2024-06-21,SKU_A|STORE_1,43,0,11.078604329732107
2024-06-22,SKU_A|STORE_1,33,0,11.667877738268684
2024-06-23,SKU_A|STORE_1,29,0,9.53306877867547
2024-06-24,SKU_A|STORE_1,38,0,9.11277260901458
2024-06-25,SKU_A|STORE_1,101,1,14.010971796060382
2024-06-26,SKU_A|STORE_1,57,0,10.120231588729444
2024-06-27,SKU_A|STORE_1,54,0,11.51199846351316
2024-06-28,SKU_A|STORE_1,40,0,10.654978458854773
2024-06-29,SKU_A|STORE_1,30,0,9.633976390529998
2024-06-30,SKU_A|STORE_1,26,0,9.293899342051159
2024-07-01,SKU_A|STORE_1,44,0,11.363449145555435
2024-07-02,SKU_A|STORE_1,51,0,9.29298082826792
2024-07-03,SKU_A|STORE_1,53,0,9.387291420931822
2024-07-04,SKU_A|STORE_1,46,0,9.528176318334596
2024-07-05,SKU_A|STORE_1,31,0,11.63045731211449
2024-07-06,SKU_A|STORE_1,46,1,10.432384198464725
2024-07-07,SKU_A|STORE_1,30,0,9.630759537649594
2024-07-08,SKU_A|STORE_1,39,0,7.5329491278331835
2024-07-09,SKU_A|STORE_1,56,0,5.691084430556101
2024-07-10,SKU_A|STORE_1,45,0,10.149469500432112
2024-07-11,SKU_A|STORE_1,42,0,9.979210113179555
2024-07-12,SKU_A|STORE_1,34,0,7.561384173046574
2024-07-13,SKU_A|STORE_1,33,0,8.72369300568412
2024-07-14,SKU_A|STORE_1,35,0,9.000635122493259
2024-07-15,SKU_A|STORE_1,43,0,8.89870086256262
2024-07-16,SKU_A|STORE_1,49,0,8.878500780721714
2024-07-17,SKU_A|STORE_1,48,0,5.9247787859416485
2024-07-18,SKU_A|STORE_1,44,0,9.667177862938843
2024-07-19,SKU_A|STORE_1,30,0,3.946260052146702
2024-07-20,SKU_A|STORE_1,27,0,7.966161662757383
2024-07-21,SKU_A|STORE_1,50,1,7.034962371367159
2024-07-22,SKU_A|STORE_1,48,0,7.599890475000206
2024-07-23,SKU_A|STORE_1,44,0,9.417451845436265
2024-07-24,SKU_A|STORE_1,39,0,8.436395364309723
2024-07-25,SKU_A|STORE_1,35,0,2.9865628657437475
2024-07-26,SKU_A|STORE_1,36,0,1.7103853336768275
2024-07-27,SKU_A|STORE_1,30,0,6.533774038472946
2024-07-28,SKU_A|STORE_1,25,0,2.683749756042216
2024-07-29,SKU_A|STORE_1,41,0,4.50430890060347
2024-07-30,SKU_A|STORE_1,41,0,6.025540861924025
2024-07-31,SKU_A|STORE_1,48,0,0.8771328123245503
2024-08-01,SKU_A|STORE_1,32,0,-0.23486266996826455
2024-08-02,SKU_A|STORE_1,29,0,4.325849348484223
2024-08-03,SKU_A|STORE_1,26,0,3.7200112012833926
2024-08-04,SKU_A|STORE_1,24,0,2.965508594748342
2024-08-05,SKU_A|STORE_1,39,0,3.3619983786183156
2024-08-06,SKU_A|STORE_1,35,0,1.3937015704135436
2024-08-07,SKU_A|STORE_1,47,0,-0.0804118420538904
2024-08-08,SKU_A|STORE_1,29,0,2.4472015395402886
2024-08-09,SKU_A|STORE_1,42,1,0.6731674183412877
2024-08-10,SKU_A|STORE_1,31,0,-0.8321164199722282
2024-08-11,SKU_A|STORE_1,33,0,3.3067055839477897
2024-08-12,SKU_A|STORE_1,39,0,2.015326456646628
2024-08-13,SKU_A|STORE_1,39,0,2.7962907027032253
2024-08-14,SKU_A|STORE_1,42,0,-0.14787079657607105
2024-08-15,SKU_A|STORE_1,35,0,0.36450769368295477
2024-08-16,SKU_A|STORE_1,30,0,-0.46508937572646314
2024-08-17,SKU_A|STORE_1,24,0,-0.3854066982276383
2024-08-18,SKU_A|STORE_1,31,0,1.6361251864609567
2024-08-19,SKU_A|STORE_1,34,0,-0.4606133628530382
2024-08-20,SKU_A|STORE_1,62,1,1.6801306472564494
2024-08-21,SKU_A|STORE_1,32,0,1.5128484973499179
2024-08-22,SKU_A|STORE_1,49,0,4.751713477355718
2024-08-23,SKU_A|STORE_1,34,0,-2.2133763526781927
2024-08-24,SKU_A|STORE_1,39,1,2.2216103902787054
2024-08-25,SKU_A|STORE_1,22,0,0.14326472037182744
2024-08-26,SKU_A|STORE_1,31,0,0.1734839223870164
2024-08-27,SKU_A|STORE_1,51,0,-2.8159780285001337
2024-08-28,SKU_A|STORE_1,44,0,-0.9514933784729469
2024-08-29,SKU_A|STORE_1,32,0,1.3434058386511525
2024-08-30,SKU_A|STORE_1,22,0,-0.416822781032533
2024-08-31,SKU_A|STORE_1,24,0,-0.19559679577640754
2024-09-01,SKU_A|STORE_1,46,1,-1.041909185712943
2024-09-02,SKU_A|STORE_1,36,0,1.748993046290146
2024-09-03,SKU_A|STORE_1,37,0,-0.6996330056409065
2024-09-04,SKU_A|STORE_1,29,0,-5.150902833783031
2024-09-05,SKU_A|STORE_1,35,0,-2.22441472884519
2024-09-06,SKU_A|STORE_1,47,1,-4.864848775291081
2024-09-07,SKU_A|STORE_1,27,0,-7.5138803437057975
2024-09-08,SKU_A|STORE_1,27,0,-2.1517193658617413
2024-09-09,SKU_A|STORE_1,41,0,1.4984325277496962
2024-09-10,SKU_A|STORE_1,62,1,-1.1483363432839924
2024-09-11,SKU_A|STORE_1,30,0,-3.658225135495007
2024-09-12,SKU_A|STORE_1,39,0,-3.2617386965509034
2024-09-13,SKU_A|STORE_1,29,0,0.8170545009346721
2024-09-14,SKU_A|STORE_1,35,1,-1.189360557050627
2024-09-15,SKU_A|STORE_1,31,0,-1.4656480996456684
2024-09-16,SKU_A|STORE_1,29,0,-1.7221769739648825
2024-09-17,SKU_A|STORE_1,43,0,-1.5886178364380417
2024-09-18,SKU_A|STORE_1,47,0,-0.10131531370082159
2024-09-19,SKU_A|STORE_1,31,0,-0.6502297050337307
2024-09-20,SKU_A|STORE_1,26,0,-1.3637092237107982
2024-09-21,SKU_A|STORE_1,39,1,-3.9171145147459847
2024-09-22,SKU_A|STORE_1,25,0,-0.8419135529686304
2024-09-23,SKU_A|STORE_1,39,0,-3.261862923906443
2024-09-24,SKU_A|STORE_1,34,0,0.2686091605919856
2024-09-25,SKU_A|STORE_1,31,0,-4.483365376656625
2024-09-26,SKU_A|STORE_1,25,0,-2.2351487736012174
2024-09-27,SKU_A|STORE_1,34,0,-1.9897225029672476
2024-09-28,SKU_A|STORE_1,14,0,-4.635847688308676
2024-09-29,SKU_A|STORE_1,30,0,1.4493879194646708
2024-09-30,SKU_A|STORE_1,34,0,0.9218136306622489
2024-10-01,SKU_A|STORE_1,43,0,-2.9270564000524484
2024-10-02,SKU_A|STORE_1,31,0,-0.45377969262964357
2024-10-03,SKU_A|STORE_1,25,0,-1.2336479955357786
2024-10-04,SKU_A|STORE_1,21,0,-7.208343980557287
2024-10-05,SKU_A|STORE_1,22,0,-1.4671036447426857
2024-10-06,SKU_A|STORE_1,32,0,-2.0737161134326474
2024-10-07,SKU_A|STORE_1,33,0,-1.7641801757783648
2024-10-08,SKU_A|STORE_1,33,0,-4.060416352669545
2024-10-09,SKU_A|STORE_1,35,0,-2.4178840334890466
2024-10-10,SKU_A|STORE_1,43,0,-2.2047108354924307
2024-10-11,SKU_A|STORE_1,27,0,0.5625026333995287
2024-10-12,SKU_A|STORE_1,31,0,-1.1068235224772838
2024-10-13,SKU_A|STORE_1,33,0,-1.7452901584732106
2024-10-14,SKU_A|STORE_1,42,0,1.368734533752833
2024-10-15,SKU_A|STORE_1,34,0,-2.7512629217453815
2024-10-16,SKU_A|STORE_1,37,0,-2.3677398616090284
2024-10-17,SKU_A|STORE_1,41,0,-5.167067429145732
2024-10-18,SKU_A|STORE_1,25,0,1.6633937734643545
2024-10-19,SKU_A|STORE_1,25,0,0.5159865408470132
2024-10-20,SKU_A|STORE_1,31,0,0.48653943989770565
2024-10-21,SKU_A|STORE_1,30,0,0.059524197591126704
2024-10-22,SKU_A|STORE_1,35,0,-0.9857495705477988
2024-10-23,SKU_A|STORE_1,38,0,-0.6995223245857041
2024-10-24,SKU_A|STORE_1,41,0,-1.5556686331342306
2024-10-25,SKU_A|STORE_1,25,0,-1.3767367096699021
2024-10-26,SKU_A|STORE_1,32,0,-0.7755585302042463
2024-10-27,SKU_A|STORE_1,29,0,2.228088587300628
2024-10-28,SKU_A|STORE_1,63,1,0.40759964610157673
2024-10-29,SKU_A|STORE_1,40,0,-0.7257303708380863
2024-10-30,SKU_A|STORE_1,35,0,-1.669484562617707
2024-10-31,SKU_A|STORE_1,33,0,-1.6794732315784853
2024-11-01,SKU_A|STORE_1,30,0,2.9002425230353435
2024-11-02,SKU_A|STORE_1,36,1,0.8155695101238694
2024-11-03,SKU_A|STORE_1,25,0,0.04768024900756865
2024-11-04,SKU_A|STORE_1,36,0,-0.6664112006951468
2024-11-05,SKU_A|STORE_1,33,0,-2.0758254630300295
2024-11-06,SKU_A|STORE_1,43,0,0.12780817697187408
2024-11-07,SKU_A|STORE_1,43,0,2.1309830108442847
2024-11-08,SKU_A|STORE_1,33,0,-0.27642237475630815
2024-11-09,SKU_A|STORE_1,20,0,0.18196462114957357
2024-11-10,SKU_A|STORE_1,23,0,0.3249533745147851
2024-11-11,SKU_A|STORE_1,26,0,1.119519034253586
2024-11-12,SKU_A|STORE_1,44,0,-2.1496868098498854
2024-11-13,SKU_A|STORE_1,34,0,0.7041990205019882
2024-11-14,SKU_A|STORE_1,44,0,-0.39251949585909873
2024-11-15,SKU_A|STORE_1,26,0,3.22929059774391
2024-11-16,SKU_A|STORE_1,39,1,0.06530272225051448
2024-11-17,SKU_A|STORE_1,29,0,2.909460287917389
2024-11-18,SKU_A|STORE_1,40,0,4.9555514794581725
2024-11-19,SKU_A|STORE_1,45,0,1.4331920585294093
2024-11-20,SKU_A|STORE_1,47,0,1.0132927633332856
2024-11-21,SKU_A|STORE_1,44,0,2.7576769075700547
2024-11-22,SKU_A|STORE_1,44,0,2.531380963491526
2024-11-23,SKU_A|STORE_1,22,0,0.7110448639390603
2024-11-24,SKU_A|STORE_1,29,0,3.7851185878976
2024-11-25,SKU_A|STORE_1,53,1,7.061428825505201
2024-11-26,SKU_A|STORE_1,40,0,2.683354933975139
2024-11-27,SKU_A|STORE_1,43,0,2.965023849859239
2024-11-28,SKU_A|STORE_1,38,0,1.4540738944022293
2024-11-29,SKU_A|STORE_1,29,0,4.357189614986492
2024-11-30,SKU_A|STORE_1,24,0,1.4019962243594835
2024-12-01,SKU_A|STORE_1,23,0,1.8608313493773045
2024-12-02,SKU_A|STORE_1,56,1,6.81452846229811
2024-12-03,SKU_A|STORE_1,46,0,2.6264906303764968
2024-12-04,SKU_A|STORE_1,53,0,6.783963037777749
2024-12-05,SKU_A|STORE_1,43,0,7.855408896960434
2024-12-06,SKU_A|STORE_1,31,0,5.5123296836056825
2024-12-07,SKU_A|STORE_1,35,0,6.288926935229972
2024-12-08,SKU_A|STORE_1,28,0,9.276541012450267
2024-12-09,SKU_A|STORE_1,23,0,5.169848681180489
2024-12-10,SKU_A|STORE_1,47,0,4.569874940000304
2024-12-11,SKU_A|STORE_1,52,0,3.243263075304755
2024-12-12,SKU_A|STORE_1,46,0,6.228178220384311
2024-12-13,SKU_A|STORE_1,43,0,9.299233725961141
2024-12-14,SKU_A|STORE_1,33,0,8.457401568234424
2024-12-15,SKU_A|STORE_1,25,0,4.852319626754813
2024-12-16,SKU_A|STORE_1,39,0,5.225009690940562
2024-12-17,SKU_A|STORE_1,45,0,6.127584349246673
2024-12-18,SKU_A|STORE_1,47,0,7.921478008940693
2024-12-19,SKU_A|STORE_1,42,0,7.128123147369202
2024-12-20,SKU_A|STORE_1,33,0,8.170187372767225
2024-12-21,SKU_A|STORE_1,26,0,8.53796102591316
2024-12-22,SKU_A|STORE_1,27,0,7.550746978671733
2024-12-23,SKU_A|STORE_1,30,0,8.272306851434932
2024-12-24,SKU_A|STORE_1,48,0,8.970688215639836
2024-12-25,SKU_A|STORE_1,43,0,8.594840223564422
2024-12-26,SKU_A|STORE_1,44,0,9.97546414513874
2024-12-27,SKU_A|STORE_1,36,0,12.916122425028172
2024-12-28,SKU_A|STORE_1,29,0,10.56450856286261
2024-12-29,SKU_A|STORE_1,45,0,9.698561753344153
2024-12-30,SKU_A|STORE_1,51,1,6.421202479406148
2024-12-31,SKU_A|STORE_1,50,0,10.7759141720304
2025-01-01,SKU_A|STORE_1,60,0,6.313203450335603
2025-01-02,SKU_A|STORE_1,68,1,7.594991167160701
2025-01-03,SKU_A|STORE_1,46,0,12.328714511616575
2025-01-04,SKU_A|STORE_1,29,0,12.238099241901159
2025-01-05,SKU_A|STORE_1,39,0,10.731699588151585
2025-01-06,SKU_A|STORE_1,33,0,7.817198157064777
2025-01-07,SKU_A|STORE_1,48,0,10.699799505010526
2025-01-08,SKU_A|STORE_1,61,0,10.289868628927117
2025-01-09,SKU_A|STORE_1,44,0,13.125387340231788
2025-01-10,SKU_A|STORE_1,45,0,16.5709787950328
2025-01-11,SKU_A|STORE_1,33,0,12.692581494028243
2025-01-12,SKU_A|STORE_1,30,0,10.902631742359201
2025-01-13,SKU_A|STORE_1,48,0,10.321955095443546
2025-01-14,SKU_A|STORE_1,44,0,12.75188463053486
2025-01-15,SKU_A|STORE_1,48,0,12.710653154367064
2025-01-16,SKU_A|STORE_1,42,0,10.960459571354324
2025-01-17,SKU_A|STORE_1,23,0,13.694499665951671
2025-01-18,SKU_A|STORE_1,37,0,11.357227653253744
2025-01-19,SKU_A|STORE_1,46,0,16.07945048376697
2025-01-20,SKU_A|STORE_1,35,0,16.17557600670567
2025-01-21,SKU_A|STORE_1,54,0,16.4136159967093
2025-01-22,SKU_A|STORE_1,48,0,13.488593573471016
2025-01-23,SKU_A|STORE_1,42,0,15.657002001559462
2025-01-24,SKU_A|STORE_1,47,0,14.553716860032957
2025-01-25,SKU_A|STORE_1,35,0,14.228699108542834
2025-01-26,SKU_A|STORE_1,30,0,14.515015796321032
2025-01-27,SKU_A|STORE_1,59,0,12.77932155481662
2025-01-28,SKU_A|STORE_1,51,0,12.674875859043958
2025-01-29,SKU_A|STORE_1,80,1,17.333435663141554
2025-01-30,SKU_A|STORE_1,38,0,15.542835794080693
2025-01-31,SKU_A|STORE_1,45,0,16.5369010284805
2025-02-01,SKU_A|STORE_1,34,0,18.284408065294844
2025-02-02,SKU_A|STORE_1,24,0,12.989797068427446
2025-02-03,SKU_A|STORE_1,47,0,15.06096361037965
2025-02-04,SKU_A|STORE_1,47,0,17.15109076242355
2025-02-05,SKU_A|STORE_1,61,0,17.75379285477676
2025-02-06,SKU_A|STORE_1,48,0,16.382571342726962
2025-02-07,SKU_A|STORE_1,38,0,19.360080906777206
2025-02-08,SKU_A|STORE_1,39,0,17.88535085894968
2025-02-09,SKU_A|STORE_1,43,0,15.198423333026406
2025-02-10,SKU_A|STORE_1,49,0,15.922027180438487
2025-02-11,SKU_A|STORE_1,51,0,19.55055753989658
2025-02-12,SKU_A|STORE_1,59,0,19.020986338907463
2025-02-13,SKU_A|STORE_1,67,0,14.446510728670798
2025-02-14,SKU_A|STORE_1,55,0,21.088924532344578
2025-02-15,SKU_A|STORE_1,27,0,19.735933529569063
2025-02-16,SKU_A|STORE_1,36,0,21.37041443494395
2025-02-17,SKU_A|STORE_1,78,1,18.05760251341765
2025-02-18,SKU_A|STORE_1,49,0,18.372252609694012
2025-02-19,SKU_A|STORE_1,65,0,16.846755532240117
2025-02-20,SKU_A|STORE_1,52,0,24.30683706287103
2025-02-21,SKU_A|STORE_1,37,0,19.01264176203501
2025-02-22,SKU_A|STORE_1,41,0,22.666414265245216
2025-02-23,SKU_A|STORE_1,37,0,18.32174815532156
2024-01-01,SKU_A|STORE_2,27,0,12.24790130015484
2024-01-02,SKU_A|STORE_2,32,0,10.228672415978046
2024-01-03,SKU_A|STORE_2,32,0,12.80435138839822
2024-01-04,SKU_A|STORE_2,48,1,12.312210846787579
2024-01-05,SKU_A|STORE_2,18,0,12.258470928463083
2024-01-06,SKU_A|STORE_2,19,0,12.038623340442456
2024-01-07,SKU_A|STORE_2,31,1,12.032618394427443
2024-01-08,SKU_A|STORE_2,30,0,11.908568152821566
2024-01-09,SKU_A|STORE_2,29,0,12.09915774441728
2024-01-10,SKU_A|STORE_2,39,0,13.832095039090781
2024-01-11,SKU_A|STORE_2,29,0,11.031558382355842
2024-01-12,SKU_A|STORE_2,35,0,15.730090790306551
2024-01-13,SKU_A|STORE_2,27,0,12.248768907705015
2024-01-14,SKU_A|STORE_2,25,0,14.633822546227652
2024-01-15,SKU_A|STORE_2,32,0,12.683590816493716
2024-01-16,SKU_A|STORE_2,39,0,12.570907550533663
2024-01-17,SKU_A|STORE_2,35,0,17.327980861870827
2024-01-18,SKU_A|STORE_2,31,0,12.843099624164553
2024-01-19,SKU_A|STORE_2,35,0,11.104621170524181
2024-01-20,SKU_A|STORE_2,15,0,12.4270716222669
2024-01-21,SKU_A|STORE_2,26,0,13.415818888112959
2024-01-22,SKU_A|STORE_2,39,0,18.55449717155201
2024-01-23,SKU_A|STORE_2,23,0,14.850206379100706
2024-01-24,SKU_A|STORE_2,53,1,16.497387674521878
